Row ID,MASTER ID,Date,Cap time,Release Time,Run #,Observer (Marking),Observer (Data),Fence Observer(s),Pond #,Trap #,Direction of Travel,REC/CAP,1st Capture of Year,Season First Captured,prob with season first cap,Age,Sex,Gravid?,MS222?,%,Volume disp,Weight,TL,SVL_1stMeasurement,SVL_2ndMeasurement,SVL_3rdMeasurement,Toe Clip,Vial #,Mark Start,Mark End,VIE Combo,Marking Method (PIT VIA VIE),New VIE Combo,Code,New PIT code,Batch Mark,New Batch Mark,Camera ID (initials),Corrected Photo Filename,Camera Photo File,Photo file names updated,Anesthesia Start,Anesthesia End,H2O time,Recovery time,Marks or Abnormalities,Comments,Proofed,Annotations from Proofing,Night
781,452,4/24/2014,12:23:00 AM,2:38,,KJ,"ACH, KJ","ACH, KJ",4,52.5,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,2.77,78.5,42.9,,,Yes,5090,1:54,2:02,N/A,VIE,No,,No,XXBB,No,,,Y,METAMORPH5090_4-24-2014 (1-2),,,,,,"Date in photo is incorrect. Should be Apr. 24, 2014 (Apr. 23 PM check after midnight)",Yes,,
782,453,4/24/2014,12:40:00 AM,2:38,,ACH,ACH,"ACH, KJ",4,6,OUT,CAP,Y,4,No,M,U,N/A,No,,3.2,3.39,84,46.5,,,Yes,5091,1:50,2:10,N/A,VIE,No,,No,XXBB,No,,,"Y, work cam",METAMORPH5091_4-24-2014 (1-2),,,,,,"Date in photo is incorrect. Should be Apr. 24, 2014 (Apr. 23 PM check after midnight)",Yes,,
783,454,4/24/2014,12:45:00 AM,2:38,,KJ,"ACH, KJ","ACH, KJ",4,8,OUT,CAP,Y,4,No,M,U,N/A,No,,2.7,2.64,85.2,49.1,,,Yes,5092,2:10,2:20,N/A,VIE,No,,No,XXBB,No,,,"Y, work cam",METAMORPH5092_4-24-2014 (1-2),,,,,,"Date in photo is incorrect. Should be Apr. 24, 2014 (Apr. 23 PM check after midnight)",Yes,,
784,455,4/24/2014,12:55:00 AM,2:38,,ACH,ACH,"ACH, KJ",4,14,OUT,CAP,Y,4,No,M,U,N/A,No,,3.4,3.05,84.1,45.3,,,Yes,5093,2:14,2:25,N/A,VIE,No,,No,XXBB,No,,,"Y, work cam",METAMORPH5093_4-24-2014 (1-2),,,,,,"Date in photo is incorrect. Should be Apr. 24, 2014 (Apr. 23 PM check after midnight)",Yes,,
785,456,4/24/2014,12:55:00 AM,,,KJ,"ACH, KJ","ACH, KJ",4,14,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.56,79.2,42.6,,,Yes,5094,2:24,,N/A,VIE,No,,No,XXBB,No,,,Y,METAMORPH5094_4-24-2014 (1-3),,,,,Large scar on right side of abdomen.,"Date in photo is incorrect. Should be Apr. 24, 2014 (Apr. 23 PM check after midnight)",Yes,,
786,457,4/24/2014,1:02:00 AM,2:28,,ACH,ACH,"ACH, KJ",4,18,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.38,77.3,44.7,,,Yes,5095,2:26,2:37,N/A,VIE,No,,No,XXBB,No,,,"Y, work cam",METAMORPH5095_4-24-2014 (1-2),,,,,,"Date in photo is incorrect. Should be Apr. 24, 2014 (Apr. 23 PM check after midnight)",Yes,,
787,458,4/24/2014,6:44:00 AM,7:25,,JCN,JCN,"JCN, BR",5,128,OUT,CAP,Y,4,No,M,U,N/A,No,,3,2.61,81.1,48.8,,,Yes,5096,6:59,7:20,N/A,VIE,No,,No,XXXR,No,,"0088, 0089 (JCN Camera)",Y,METAMORPH5096_4-24-2014 (1-2),,,,,,Left toe clipped.,Yes,,
788,459,4/24/2014,6:44:00 AM,7:25,,JCN,JCN,"JCN, BR",5,128,OUT,CAP,Y,4,No,M,U,N/A,No,,2.1,2.5,79,38.2,,,Yes,5097,7:04,7:24,N/A,VIE,No,,No,XXXR,No,,"0090, 0091 (JCN Camera)",Y,METAMORPH5097_4-24-2014 (1-2),,,,,,,Yes,,
789,460,4/24/2014,7:44:00 AM,8:35,,JCN,JCN,"JCN, BR",4,26,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.31,78.6,46.3,,,Yes,5098,8:07,8:24,N/A,VIE,No,,No,XXBB,No,,"0092, 0093 (JCN Camera)",Y,METAMORPH5098_4-24-2014 (1-2),,,,,,,Yes,,
790,461,4/24/2014,7:52:00 AM,8:35,,JCN,JCN,"JCN, BR",4,28,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.16,72.5,42.1,,,Yes,5099,8:26,8:33,N/A,VIE,No,,No,XXBB,No,,"0094, 0095 (JCN Camera)",Y,METAMORPH5099_4-24-2014 (1-2),,,,,,,Yes,,
791,462,4/24/2014,8:07:00 AM,9:04,,JCN,BR,"JCN, BR",4,52,OUT,CAP,Y,4,No,M,U,N/A,No,,2.3,2.74,81,44.1,,,Yes,5100,8:40,8:47,N/A,VIE,No,,No,XXBB,No,,"0096, 0098 (JCN Camera)",Y,METAMORPH5100_4-24-2014 (1-2),,,,,,,Yes,,
792,463,4/24/2014,8:07:00 AM,9:04,,JCN,BR,"JCN, BR",4,52,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.3,76.5,42.5,,,Yes,5101,8:47,8:50,N/A,VIE,No,,No,XXBB,No,,"0099, 0100 (JCN Camera)",Y,METAMORPH5101_4-24-2014 (1-2),,,,,,,Yes,,
793,464,4/24/2014,8:18:00 AM,9:04,,JCN,BR,"JCN, BR",4,6,OUT,CAP,Y,4,No,M,U,N/A,No,,3,1.82,83.9,40.8,,,Yes,5102,8:50,9:00,N/A,VIE,No,,No,XXBB,No,,"101, 102 (JCN Camera)",Y,METAMORPH5102_4-24-2014 (1-2),,,,,,,Yes,,
794,465,4/24/2014,8:20:00 AM,9:04,,JCN,BR,"JCN, BR",4,8,OUT,CAP,Y,4,No,M,U,N/A,No,,3,2.84,86.9,44.9,,,Yes,5103,8:50,9:04,N/A,VIE,No,,No,XXBB,No,,"103, 105 (JCN Camera)",Y,METAMORPH5103_4-24-2014 (1-2),,,,,,,Yes,,
795,466,4/25/2014,6:47:00 AM,7:38,,BR,BR,BR,5,130,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.5,77.7,40.5,,,Yes,5104,7:12,7:25,N/A,VIE,No,,No,XXXR,No,,N/A,None,N/A,,,,,,,Yes,,
796,467,4/25/2014,6:47:00 AM,7:38,,BR,BR,BR,5,130,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.79,73.4,34.8,,,Yes,5105,7:25,7:34,N/A,VIE,No,,No,XXXR,No,,N/A,None,N/A,,,,,,,Yes,,
797,468,4/25/2014,7:56:00 AM,8:39,,BR,BR,BR,4,28,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.5,76.7,38.3,,,Yes,5106,8:17,8:28,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
798,469,4/25/2014,7:56:00 AM,8:39,,BR,BR,BR,4,28,OUT,CAP,Y,4,No,M,U,N/A,No,,2.5,3.2,81.5,40.5,,,Yes,5107,8:29,8:37,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
799,470,4/25/2014,8:11:00 AM,,,BR,BR,BR,4,40,OUT,CAP,Y,4,No,M,U,N/A,No,,2.3,2.7,78.9,40.5,,,Yes,5108,8:40,8:47,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
800,471,4/25/2014,8:11:00 AM,8:54,,BR,BR,BR,4,40,OUT,CAP,Y,4,No,M,U,N/A,No,,3,3,82.5,40.1,,,Yes,5109,8:48,8:52,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
801,472,4/25/2014,9:08:00 AM,10:00,,BR,BR,BR,4,2,OUT,CAP,Y,4,No,M,U,N/A,No,,3,3.2,86.9,45.2,,,Yes,5110,9:36,9:42,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
802,473,4/25/2014,9:08:00 AM,10:00,,BR,BR,BR,4,2,OUT,CAP,Y,4,No,M,U,N/A,No,,2.3,2.7,79.5,42.6,,,Yes,5111,9:42,9:46,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
803,474,4/25/2014,9:03:00 AM,10:00,,BR,BR,BR,4,56,OUT,CAP,Y,4,No,M,U,N/A,No,,3.1,3.2,83.5,45.2,,,Yes,5112,9:22,9:29,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,Volume displacement entered incorrectly- fixed.,
804,475,4/25/2014,9:17:00 AM,10:00,,BR,BR,BR,4,12,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.7,84.5,44.3,,,Yes,5113,9:29,9:35,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
805,476,4/25/2014,9:08:00 AM,10:00,,BR,BR,BR,4,2,OUT,CAP,Y,4,No,M,U,N/A,No,,2.1,2.5,,42.5,,,Yes,5114,9:46,9:53,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,TL recorded and entered as 26.1. Erased and left field blank. Must be incorrect.,
806,477,4/25/2014,9:00:00 PM,22:20,,KJ,KJ,KJ,5,118,OUT,CAP,Y,4,No,M,U,N/A,No,,1.3,1.27,82.5,45.3,,,Yes,5115,22:05,22:15,N/A,VIE,No,,No,XXRR,No,,METAMORPH1_4-25-14,None,METAMORPH5115_4-25-2014 (1-2),,,,,Accidentally double marked animal (XXRR),,Yes,,
807,478,4/26/2014,12:20:00 AM,1:07,,KJ,KJ,KJ,4,6,OUT,CAP,Y,4,No,M,U,N/A,No,,2.3,2.17,81.4,45.3,,,Yes,5116,0:44,0:52,N/A,VIE,No,,No,XXBB,No,,METAMORPH1_4-26-14,None,METAMORPH5116_4-26-2014 (1-2),,,,,,,Yes,Added updated photo filename information.,
808,479,4/26/2014,12:26:00 AM,1:06,,KJ,KJ,KJ,4,10,OUT,CAP,Y,4,No,M,U,N/A,No,,3.3,3.38,91.8,48.3,,,Yes,5117,0:54,1:03,N/A,VIE,No,,No,XXBB,No,,METAMORPH2_4-26-14,None,METAMORPH5117_4-26-2014 (1-2),,,,,,,Yes,Added updated photo filename information.,
809,480,4/26/2014,7:48:00 AM,9:30,,JCN,JCN,JCN,5,118,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.28,78.7,42.5,,,Yes,5118,8:15,8:35,N/A,VIE,No,,No,XXXR,No,,METAMORPH5118_4-26-14 (1-2),"JCN camera. Files: 124, 125",N/A,,,,,,,Yes,,
810,481,4/26/2014,7:48:00 AM,9:30,,JCN,JCN,JCN,5,144,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.33,84.9,47.5,,,Yes,5119,8:36,8:56,N/A,VIE,No,,No,XXXR,No,,METAMORPH5119_4-26-14,"JCN camera. Files: 127, 128",N/A,,,,,,,Yes,,
811,482,4/26/2014,7:48:00 AM,9:30,,JCN,JCN,JCN,5,144,OUT,CAP,Y,4,No,M,U,N/A,No,,3,2.09,82.6,44,,,Yes,5120,8:58,9:16,N/A,VIE,No,,No,XXXR,No,,METAMORPH5120_4-26-14,"JCN camera. Files: 131, 133",N/A,,,,,,,Yes,,
812,483,4/26/2014,7:48:00 AM,9:30,,JCN,JCN,JCN,5,144,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.45,77.9,36.2,,,Yes,5121,9:18,9:28,N/A,VIE,No,,No,XXXR,No,,METAMORPH5121_4-26-14,"JCN camera. Files: 134, 136",N/A,,,,,,,Yes,,
813,484,4/26/2014,10:26:00 AM,12:42,,ACH,ACH,ACH,4,30,OUT,CAP,Y,4,No,M,U,N/A,No,,3,2.96,87.1,47.4,,,No,N/A,11:40,11:46,N/A,VIE,No,,No,XXBB,No,,METAMORPH5122_4-26-2014 (1-2),"Work camera. Files: 168, 169",N/A,,,,,Toe not clipped due to deformity.,,Yes,,
814,485,4/26/2014,10:26:00 AM,12:42,,ACH,ACH,ACH,4,30,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.36,81.5,46.8,,,Yes,5123,11:50,11:56,N/A,VIE,No,,No,XXBB,No,,METAMORPH5123_4-26-2014 (1-2),"Work camera. Files: 170, 171",N/A,,,,,,,Yes,,
815,486,4/26/2014,10:26:00 AM,12:42,,ACH,ACH,ACH,4,30,OUT,CAP,Y,4,No,M,U,N/A,No,,1.6,1.87,74.6,47.1,,,Yes,5124,11:58,12:11,N/A,VIE,No,,No,XXBB,No,,METAMORPH5124_4-26-2014 (1-2),"Work camera. Files: 174, 175",N/A,,,,,,,Yes,,
816,487,4/26/2014,11:02:00 AM,12:42,,JCN,JCN,JCN,4,56,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.78,85.8,45.6,,,Yes,5125,12:02,12:17,N/A,VIE,No,,No,XXBB,No,,METAMORPH5125_4-26-2014 (1-2),"Work camera. Files: 172, 173",N/A,,,,,,,Yes,,
817,488,4/26/2014,11:02:00 AM,12:42,,JCN,JCN,JCN,4,56,OUT,CAP,Y,4,No,M,U,N/A,No,,3,3.51,91.3,51.9,,,Yes,5126,12:20,12:33,N/A,VIE,No,,No,XXBB,No,,METAMORPH5126_4-26-2014 (1-2),"Work camera. Files: 178, 179",N/A,,,,,,,Yes,Added updated photo filename information.,
818,489,4/26/2014,10:53:00 AM,,,ACH,ACH,ACH,4,50,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.81,77.4,43.5,,,Yes,5127,12:12,,N/A,VIE,No,,No,XXBB,No,,METAMORPH5127_4-26-2014 (1-2),"Work camera. Files: 176, 177",N/A,,,,,,Time released and Measure/Mark End not recorded.,Yes,Added updated photo filename information.,
819,490,4/26/2014,11:16:00 AM,12:42,,ACH,ACH,ACH,4,62,OUT,CAP,Y,4,No,M,U,N/A,No,,3.4,3.46,90.5,49.5,,,Yes,5128,12:24,12:37,N/A,VIE,No,,No,XXBB,No,,METAMORPH5128_4-26-2014,"Work camera. Files: 180, 181",N/A,,,,,,,Yes,Added updated photo filename information.,
820,491,4/26/2014,11:27:00 AM,12:49,,JCN,JCN,JCN,4,8,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,2.93,84.8,41.9,,,Yes,5129,12:38,12:49,N/A,VIE,No,,No,XXBB,No,,METAMORPH5129_4-26-2014 (1-2),"Work camera. Files: 182, 183",N/A,,,,,Scratch mark on left side.,,Yes,Added updated photo filename information.,
821,353,4/26/2014,9:27:00 PM,22:13,,JCN,ACH,"ACH, JCN",5,126,OUT,REC,N,4,No,A,F,N,No,,6.4,6.84,105.3,61.7,,,No,N/A,21:57,22:13,,PIT/VIE,No,BAF1A26,No,YXXX,No,,BAF1A26_YXXX_4-26-2014(1-4),JCN camera. Files: 139-142,N/A,,,,,,,Yes,,
822,492,4/26/2014,10:56:00 PM,1:30,,"ACH, JCN",ACH,"ACH, JCN",4,28,OUT,CAP,Y,4,No,M,U,N/A,No,,3.2,2.77,78.1,46,,,Yes,5130,0:05,0:16,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
823,493,4/26/2014,10:56:00 PM,1:30,,"ACH, JCN",ACH,"ACH, JCN",4,28,OUT,CAP,Y,4,No,M,U,N/A,No,,1.8,1.62,55.7,40.2,,,Yes,5131,23:56,0:11,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,Tail damage.,,Yes,,
824,20,4/26/2014,11:01:00 PM,2:32,,"ACH, JCN","ACH, JCN","ACH, JCN",4,30.5,OUT,REC,N,1,No,A,F,N,Yes,1%,9.4,9.49,133.2,69.4,,,No,N/A,0:16,1:54,ROYX,PIT/VIE/VIA,No,BAF19B0,No,,No,,BAF19B0_ROYX_4-26-2014 (1-4),JCN camera. Files: 148-151,N/A,1:03,1:48,1:54,2:32,Found near trap. Given PIT tag (Mark 4 instead of Mark 3).,EPIT code = F05,Yes,,
825,494,4/26/2014,11:14:00 PM,1:30,,"ACH, JCN","ACH, JCN","ACH, JCN",4,44,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.75,84.2,44.9,,,Yes,5132,0:34,0:44,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
826,495,4/26/2014,11:17:00 PM,1:30,,"ACH, JCN","ACH, JCN","ACH, JCN",4,45.5,IN,CAP,Y,4,No,M,U,N/A,No,,2.2,2.07,75.7,44,,,Yes,5133,0:45,0:56,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,"Found near trap, in wire grass.",,Yes,,
827,358,4/26/2014,11:22:00 PM,1:30,,"ACH, JCN","ACH, JCN","ACH, JCN",4,52,OUT,REC,N,4,No,A,M,N/A,No,,10.2,11.04,130.3,74,,,No,N/A,0:57,1:12,,PIT,No,BAF1A0E,No,YXXX,No,,BAF1A0E_YXXX_4-26-2014 (1-3),JCN camera. Files: 145-147,N/A,,,,,,,Yes,,
828,496,4/26/2014,11:22:00 PM,1:30,,"ACH, JCN","ACH, JCN","ACH, JCN",4,52,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,2.73,80.1,46,,,Yes,5134,1:15,1:22,N/A,VIE,No,,No,XXBB,No,,N/A,None,N/A,,,,,,,Yes,,
829,497,4/27/2014,6:40:00 AM,8:31,,JCN,JCN,JCN,5,114,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.26,79.7,47,,,Yes,5135,7:37,7:44,N/A,VIE,No,,No,XXXR,No,,METAMORPH5135_4-27-2014 (1-2),"JCN camera. Files: 152, 153",N/A,,,,,,,Yes,,
830,498,4/27/2014,6:52:00 AM,8:31,,JCN,JCN,JCN,5,126,OUT,CAP,Y,4,No,M,U,N/A,No,,2,2.08,78,45.8,,,Yes,5136,7:45,8:01,N/A,VIE,No,,No,XXXR,No,,METAMORPH5136_4-27-2014 (1-2),"JCN camera. Files: 154, 155",N/A,,,,,,,Yes,,
831,,4/27/2014,7:02:00 AM,8:31,,JCN,JCN,JCN,5,130,OUT,REC,N,4,No,A,U,N/A,No,,6,5.49,109.5,62.4,,,No,N/A,8:10,8:14,N/A,VIE,No,,No,XXXR,No,,METAMORPH5137_4-27-2014 (1-2),"JCN camera. Files: 156, 157",N/A,,,,,,Recap with Pond 5 batch mark and toe clip. Appears to be an adult. Confusion as to why it was originally marked this way?,Yes,,
832,499,4/27/2014,7:07:00 AM,8:31,,JCN,JCN,JCN,5,134,OUT,CAP,Y,4,No,M,U,N/A,No,,2,2.75,82.3,43.1,,,Yes,5138,8:16,8:30,N/A,VIE,No,,No,XXXR,No,,METAMORPH5138_4-27-2014 (1-2),"JCN camera. Files: 158, 159",N/A,,,,,,,Yes,,
833,500,4/27/2014,9:32:00 AM,10:34,,JCN,JCN,JCN/BR,4,30,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,2.74,82.1,47.3,,,Yes,5139,10:00,10:10,N/A,VIE,No,,No,XXBB,No,,METAMORPH5139_4-27-2014 (1-2),"JCN camera. Files: 160, 161",N/A,,,,,,,Yes,,
834,501,4/27/2014,9:44:00 AM,10:34,,JCN,JCN,JCN/BR,4,42,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,3.09,84.9,50.3,,,Yes,5140,10:12,10:21,N/A,VIE,No,,No,XXBB,No,,METAMORPH5140_4-27-2014 (1-2),"JCN camera. Files: 162, 163",N/A,,,,,Head shows signs of damage.,,Yes,,
835,502,4/27/2014,9:56:00 AM,10:30,,JCN,JCN,JCN/BR,4,50,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,3.1,86.5,48,,,Yes,5141,10:23,10:28,N/A,VIE,No,,No,XXBB,No,,METAMORPH5141_4-27-2014 (1-2),"JCN camera. Files: 164, 165",N/A,,,,,,,Yes,,
836,503,4/27/2014,9:58:00 AM,10:38,,JCN,JCN,JCN/BR,4,54,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,3.16,85.5,47.9,,,Yes,5142,10:33,10:37,N/A,VIE,No,,No,XXBB,No,,METAMORPH5142_4-27-2014 (1-2),"JCN camera. Files: 166, 167",N/A,,,,,,,Yes,,
837,504,4/27/2014,10:18:00 AM,10:48,,JCN,JCN,JCN/BR,4,12,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.96,83.9,47.7,,,Yes,5143,10:40,10:47,N/A,VIE,No,,No,XXBB,No,,METAMORPH5143_4-27-14 (1-2),"JCN camera. Files: 170, 171",N/A,,,,,,,Yes,,
838,505,4/27/2014,10:01:00 AM,10:56,,JCN,JCN,JCN/BR,4,62,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.91,82.6,41,,,Yes,5144,10:49,10:54,N/A,VIE,No,,No,XXBB,No,,METAMORPH5144_4-27-14 (1-2),"JCN camera. Files: 172, 173",N/A,,,,,,,Yes,,
839,506,4/27/2014,10:25:00 AM,11:10,,JCN,JCN,JCN/BR,4,4,OUT,CAP,Y,4,No,M,U,N/A,No,,3.4,3.38,86.5,42.6,,,Yes,5145,10:50,11:03,N/A,VIE,No,,No,XXBB,No,,METAMORPH5145_4-27-14 (1-2),"JCN camera. Files: 174, 175",N/A,,,,,,,Yes,,
840,507,4/27/2014,10:28:00 AM,11:10,,JCN,JCN,JCN/BR,4,2,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,3.43,82.6,42,,,Yes,5146,11:04,11:09,N/A,VIE,No,,No,XXBB,No,,METAMORPH5146_4-27-14 (1-2),"JCN camera. Files: 176, 177",N/A,,,,,,,Yes,,
841,508,4/27/2014,8:33:00 PM,21:45,,ACH,TG,"ACH, TG",5,128.5,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.6,82.8,48,,,Yes,2001,21:15,21:30,N/A,VIE,No,,No,XXXR,No,,,TG phone. Files: 1036-1040,N/A,,,,,,"Found near trap, traveling along fence.",Yes,,
842,509,4/27/2014,8:15:00 PM,21:45,,ACH,TG,"ACH, TG",5,143,IN,CAP,Y,4,No,M,U,N/A,No,,2.4,2.52,83.6,45.3,,,Yes,2002,21:32,21:40,N/A,VIE,No,,No,XXXR,No,,,TG phone. Files: 1041-1044,N/A,,,,,,,Yes,,
843,510,4/27/2014,10:55:00 PM,23:40,,ACH,TG,"ACH, TG",4,58,OUT,CAP,Y,4,No,M,U,N/A,No,,3,3.34,88.7,50.5,,,Yes,2003,23:20,23:38,N/A,VIE,No,,No,XXBB,No,,,TG phone. Files: 1054-1057,N/A,,,,,,,Yes,,
844,511,4/28/2014,7:35:00 AM,8:10,,ACH,ACH,ACH,5,136,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.6,81.3,44.9,,,Yes,2004,8:01,8:10,N/A,VIE,No,,No,XXXR,No,,,TG phone. Files: 1069-1072,N/A,,,,,,,Yes,,
845,512,4/28/2014,8:41:00 AM,9:57,,ACH,ACH,"ACH, TG",4,28,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.22,81.8,44.6,,,Yes,2005,9:24,9:33,N/A,VIE,No,,No,XXBB,No,,,TG phone. Files: 1073-1075,N/A,,,,,,,Yes,,
846,513,4/28/2014,8:55:00 AM,10:00,,ACH,TG,"TG, ACH",4,44,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.53,83,46.2,,,Yes,2006,9:35,9:45,N/A,VIE,No,,No,XXBB,No,,,TG phone. Files: 1076-1078,N/A,,,,,,,Yes,,
847,514,4/28/2014,9:11:00 AM,10:10,,ACH,TG,"TG, ACH",4,58,OUT,CAP,Y,4,No,M,U,N/A,No,,3,3.59,89.2,50.9,,,Yes,2007,9:48,10:07,N/A,VIE,No,,No,XXBB,No,,,TG phone. Files: 1086-1087,N/A,,,,,,,Yes,,
848,515,4/28/2014,8:37:00 PM,21:30,,ACH,TG,"TG, ACH",5,114.5,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.15,81.6,45.6,,,Yes,2008,21:20,21:26,N/A,VIE,No,,No,XXXR,No,,,TG phone. Files: 1109-1111,N/A,,,,,,,Yes,,
849,516,4/28/2014,8:55:00 PM,21:45,,ACH,TG,"TG, ACH",5,134,OUT,CAP,Y,4,No,M,U,N/A,No,,2.2,2.39,74.8,46.1,,,Yes,2009,21:30,21:41,N/A,VIE,No,,No,XXXR,No,,,TG phone. Files: 1112-1113,N/A,,,,,Some damage on tip of tail.,Found near trap.,Yes,,
850,517,4/28/2014,10:17:00 PM,23:09,,ACH,TG,"ACH, TG, NM, BR",4,30,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.22,75.2,40.1,,,Yes,2010,22:50,23:04,N/A,VIE,No,,No,XXBB,No,,,TG phone. Files: 1114-1116,N/A,,,,,"Rear right foot missing, missing 3rd and 4th toe from left on the left foot, right eye damage",,Yes,,
851,518,4/29/2014,7:40:00 AM,9:09,,JCN,JCN,"TG, JCN",5,110,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,2.35,81.2,48.3,,,Yes,1000,8:45,8:53,N/A,VIE,No,,No,XXXR,No,,Metamorph1000_4-29-14 (1-2),"JCN camera. Files: 315, 316",N/A,,,,,,,Yes,,
852,519,4/29/2014,8:08:00 AM,9:09,,JCN,JCN,"TG, JCN",5,136,OUT,CAP,Y,4,No,M,U,N/A,No,,2.4,2.8,85.5,45.1,,,Yes,1001,8:56,9:01,N/A,VIE,No,,No,XXXR,No,,Metamorph1001_4-29-14 (1-2),"JCN camera. Files: 317, 318",N/A,,,,,,,Yes,,
853,520,4/29/2014,8:15:00 AM,9:09,,JCN,JCN,"TG, JCN",5,140,OUT,CAP,Y,4,No,M,U,N/A,No,,3,3.12,86,50.7,,,Yes,1002,9:02,9:08,N/A,VIE,No,,No,XXXR,No,,Metamorph1002_4-29-14 (1-2),"JCN camera. Files: 319, 320",N/A,,,,,,,Yes,,
854,521,4/29/2014,9:10:00 AM,11:20,,JCN,JCN,"TG, JCN",4,24,OUT,CAP,Y,4,No,M,U,N/A,No,,2,1.72,42.7,39.1,,,Yes,1003,10:19,10:29,N/A,VIE,No,,No,XXBB,No,,Metamorph1003_4-29-14 (1-2),"JCN camera. Files: 321, 322",N/A,,,,,"Missing all of tail, bloody",,Yes,,
855,522,4/29/2014,9:22:00 AM,11:20,,JCN,TG,"TG, JCN",4,32,OUT,CAP,Y,4,No,M,U,N/A,No,,2.6,2.49,78.8,48,,,Yes,1004,10:32,10:42,N/A,VIE,No,,No,XXBB,No,,Metamorph1004_4-29-14 (1-2),"JCN camera. Files: 323, 324",N/A,,,,,,,Yes,,
856,523,4/29/2014,9:50:00 AM,11:20,,JCN,TG,"TG, JCN",4,54,OUT,CAP,Y,4,No,M,U,N/A,No,,2.8,2.57,86.3,45.5,,,Yes,1005,10:43,10:50,N/A,VIE,No,,No,XXBB,No,,Metamorph1005_4-29-14 (1-2),"JCN camera. Files: 325, 326",N/A,,,,,,,Yes,,
857,524,4/29/2014,9:50:00 AM,11:20,,JCN,TG,"TG, JCN",4,54,OUT,CAP,Y,4,No,M,U,N/A,No,,3.8,3.41,86.4,49.5,,,Yes,1006,10:50,10:56,N/A,VIE,No,,No,XXBB,No,,Metamorph1006_4-29-14 (1-2),"JCN camera. Files: 327, 328",N/A,,,,,,,Yes,,
858,525,4/29/2014,10:00:00 AM,11:20,,JCN,TG,"TG, JCN",4,60,OUT,CAP,Y,4,No,M,U,N/A,No,,3.6,3.18,86,46.3,,,Yes,1007,10:57,11:04,N/A,VIE,No,,No,XXBB,No,,Metamorph1007_4-29-14 (1-2),"JCN camera. Files: 329, 330",N/A,,,,,,,Yes,,
